ALGORITHM,GATES,PLANES,TIME,,,
FWCHECK,9,2,55,,,
FWCHECK,9,17,187.2105263,,,
FWCHECK,2,18,326.1666667,,,
FWCHECK,9,6,95,,,
FWCHECK,9,20,224.6,,,
FWCHECK,9,12,149.9411765,,,
FWCHECK,4,3,60.8,,,
FWCHECK,9,5,89.5,,,
FWCHECK,8,19,194.1818182,,,
FWCHECK,3,16,186,,,
FWCHECK,1,3,57.375,,,
FWCHECK,7,21,207.5238095,,,
FWCHECK,1,18,123.25,,,
FWCHECK,1,17,127,,,
FWCHECK,2,13,242.6666667,,,
FWCHECK,4,7,105.8,,,
FWCHECK,1,10,92,,,
FWCHECK,7,20,216,,,
FWCHECK,8,3,65.5,,,
FWCHECK,9,9,112,,,
FWCHECK,1,14,115.3333333,,,
FWCHECK,2,14,270.5,,,
FWCHECK,9,8,117.0952381,,,
FWCHECK,7,13,150.1428571,,,
FWCHECK,4,3,63.25,,,
FWCHECK,7,11,133.625,,,
FWCHECK,5,20,199.0555556,,,
FWCHECK,3,8,117,,,
FWCHECK,3,5,81.6,,,
FWCHECK,7,20,212.125,,,
FWCHECK,4,4,74.14285714,,,
FWCHECK,2,23,434.6,,,
FWCHECK,9,19,204.5416667,,,
FWCHECK,9,18,182,,,
FWCHECK,8,9,120.9166667,,,
FWCHECK,7,16,177.25,,,
FWCHECK,7,18,181.7777778,,,
FWCHECK,5,7,102,,,
FWCHECK,3,18,208.5,,,
FWCHECK,4,19,208.55,,,
FWCHECK,5,14,154.6,,,
FWCHECK,4,10,138.4,,,
FWCHECK,2,16,302.4444444,,,
FWCHECK,7,8,119,,,
FWCHECK,1,17,124.9444444,,,
FWCHECK,9,23,224.8461538,,,
FWCHECK,5,22,224.2222222,,,
FWCHECK,1,24,160.4285714,,,
FWCHECK,8,17,173.5,,,
FWCHECK,3,19,206.0909091,,,
FWCHECK,9,5,86.47826087,,,
FWCHECK,2,6,127.5714286,,,
FWCHECK,9,7,104.6363636,,,
FWCHECK,9,23,227.3076923,,,
FWCHECK,4,3,59.46666667,,,
FWCHECK,6,11,147,,,
FWCHECK,8,22,220.4545455,,,
FWCHECK,9,11,132,,,
FWCHECK,6,6,92.14285714,,,
FWCHECK,7,4,73.09090909,,,
FWCHECK,9,12,147,,,
FWCHECK,2,9,182.2272727,,,
FWCHECK,5,4,71,,,
FWCHECK,6,2,53.59090909,,,
FWCHECK,9,21,233,,,
FWCHECK,8,24,240.8571429,,,
FWCHECK,3,2,50.25,,,
FWCHECK,8,12,159.8333333,,,
FWCHECK,7,17,190,,,
FWCHECK,9,18,195.5,,,
FWCHECK,2,1,36.46666667,,,
FWCHECK,5,24,247.5,,,
FWCHECK,7,17,173.5,,,
FWCHECK,3,8,114.1428571,,,
FWCHECK,8,13,146.75,,,
FWCHECK,6,5,82.25,,,
FWCHECK,3,7,104.6956522,,,
FWCHECK,1,20,132.7058824,,,
FWCHECK,1,8,85.81818182,,,
FWCHECK,6,11,128,,,
FWCHECK,4,16,185.1,,,
FWCHECK,1,8,79.15384615,,,
FWCHECK,9,19,200,,,
FWCHECK,3,12,142.1666667,,,
FWCHECK,7,10,129,,,
FWCHECK,9,3,68.08333333,,,
FWCHECK,5,8,129,,,
FWCHECK,5,3,61.8,,,
FWCHECK,2,22,395.3529412,,,
FWCHECK,6,20,231,,,
FWCHECK,3,2,48.16666667,,,
FWCHECK,7,22,222.6666667,,,
FWCHECK,2,16,298.1904762,,,
FWCHECK,4,15,183.1578947,,,
FWCHECK,8,12,149.25,,,
FWCHECK,4,15,178.2916667,,,
FWCHECK,2,12,227.625,,,
FWCHECK,2,24,363,,,
FWCHECK,5,6,99,,,
FWCHECK,4,20,227.2083333,,,
FWCHECK,9,12,149.1904762,,,
FWCHECK,4,1,38.83333333,,,
FWCHECK,5,1,41,,,
FWCHECK,5,3,53.66666667,,,
FWCHECK,7,7,104,,,
FWCHECK,6,13,164,,,
FWCHECK,3,18,193.9375,,,
FWCHECK,3,19,210.9473684,,,
FWCHECK,1,11,95.75,,,
FWCHECK,6,23,234.75,,,
FWCHECK,8,22,235.75,,,
FWCHECK,2,22,390.9,,,
FWCHECK,5,11,135.4545455,,,
FWCHECK,6,23,243.7777778,,,
FWCHECK,4,6,95.08695652,,,
FWCHECK,7,7,105.0588235,,,
FWCHECK,7,3,60.5,,,
FWCHECK,1,8,79.59090909,,,
FWCHECK,7,2,57.33333333,,,
FWCHECK,6,19,199.1764706,,,
FWCHECK,1,22,143,,,
FWCHECK,2,23,417.952381,,,
FWCHECK,4,24,264.6875,,,
FWCHECK,1,16,118.2142857,,,
FWCHECK,7,8,125,,,
FWCHECK,5,21,212.3888889,,,
FWCHECK,2,19,349.6956522,,,
FWCHECK,8,18,199.8888889,,,
FWCHECK,6,6,93.04166667,,,
FWCHECK,8,17,184.5263158,,,
FWCHECK,6,18,212.6363636,,,
FWCHECK,1,24,157.6818182,,,
FWCHECK,3,2,51.15384615,,,
FWCHECK,3,2,54,,,
FWCHECK,4,20,231.3333333,,,
FWCHECK,1,18,128.2666667,,,
FWCHECK,2,9,182.7142857,,,
FWCHECK,9,19,215.6,,,
FWCHECK,2,2,61,,,
FWCHECK,7,21,212.2,,,
FWCHECK,3,22,231.1333333,,,
FWCHECK,9,4,80.14285714,,,
FWCHECK,3,7,101.7272727,,,
FWCHECK,8,5,88.05555556,,,
FWCHECK,7,19,197.5,,,
FWCHECK,9,24,236,,,
FWCHECK,5,10,138.3636364,,,
FWCHECK,4,12,149.7333333,,,
FWCHECK,9,6,89.06666667,,,
FWCHECK,9,11,133.8823529,,,
FWCHECK,2,9,181.3636364,,,
FWCHECK,2,14,261.7857143,,,
FWCHECK,7,19,223.5,,,
FWCHECK,5,4,69.92307692,,,
FWCHECK,2,14,267.5294118,,,
FWCHECK,1,23,155.4545455,,,
FWCHECK,1,15,119.7142857,,,
FWCHECK,5,19,206.8571429,,,
FWCHECK,4,1,38.71428571,,,
FWCHECK,9,23,231.6956522,,,
FWCHECK,8,19,198.4782609,,,
FWCHECK,8,20,216.9,,,
FWCHECK,2,17,312.2857143,,,
FWCHECK,2,19,329.3076923,,,
FWCHECK,3,23,243,,,
FWCHECK,9,22,218,,,
FWCHECK,3,5,87,,,
FWCHECK,8,10,131.3333333,,,
FWCHECK,6,15,165.5,,,
FWCHECK,5,7,103.1666667,,,
FWCHECK,8,4,81.21052632,,,
FWCHECK,4,14,167.8947368,,,
FWCHECK,7,8,108.4666667,,,
FWCHECK,3,21,214.7142857,,,
FWCHECK,8,19,204.5,,,
FWCHECK,8,2,54.04761905,,,
FWCHECK,2,7,155.5,,,
FWCHECK,7,18,182.4166667,,,
FWCHECK,4,23,261.7333333,,,
FWCHECK,2,13,256.8333333,,,
FWCHECK,4,20,219.7142857,,,
FWCHECK,6,18,194.75,,,
FWCHECK,4,11,138.8888889,,,
FWCHECK,6,10,125.6818182,,,
FWCHECK,3,22,246.75,,,
FWCHECK,6,5,88,,,
FWCHECK,6,1,42,,,
FWCHECK,1,13,107.1052632,,,
FWCHECK,4,7,106.4545455,,,
FWCHECK,6,4,76.33333333,,,
FWCHECK,8,15,170.9583333,,,
FWCHECK,1,24,154.1538462,,,
FWCHECK,1,5,63.0952381,,,
FWCHECK,6,13,155.25,,,
FWCHECK,8,9,120.75,,,
FWCHECK,8,9,126,,,
FWCHECK,8,14,160.4545455,,,
FWCHECK,5,24,241.2222222,,,
FWCHECK,3,13,163,,,
FWCHECK,5,5,86,,,
FWCHECK,3,7,97.83333333,,,
FWCHECK,7,22,219.5555556,,,
FWCHECK,9,16,182.3157895,,,
FWCHECK,9,5,89,,,
FWCHECK,5,21,219.4666667,,,
FWCHECK,2,7,143.375,,,
FWCHECK,9,22,222.75,,,
FWCHECK,6,16,178.2142857,,,
FWCHECK,6,6,94.04761905,,,
FWCHECK,5,22,236.75,,,
FWCHECK,9,11,142.7894737,,,
FWCHECK,3,22,224.5,,,
FWCHECK,4,19,214.75,,,
FWCHECK,7,18,182.6666667,,,
FWCHECK,4,4,73.43478261,,,
FWCHECK,1,4,64.35,,,
FWCHECK,3,16,183.7391304,,,
FWCHECK,3,6,89,,,
FWCHECK,6,17,187.4166667,,,
FWCHECK,6,21,215.9411765,,,
FWCHECK,7,11,137.6666667,,,
FWCHECK,7,13,151.6363636,,,
FWCHECK,9,2,57.91666667,,,
FWCHECK,5,17,185,,,
FWCHECK,2,2,59.44444444,,,
FWCHECK,5,16,182.1428571,,,
FWCHECK,1,2,44.5,,,
FWCHECK,3,10,137.2142857,,,
FWCHECK,2,16,297.8,,,
FWCHECK,3,2,51.33333333,,,
FWCHECK,9,15,169.75,,,
FWCHECK,3,24,244.7894737,,,
FWCHECK,6,12,144.0833333,,,
FWCHECK,1,20,136.7333333,,,
FWCHECK,9,17,189.5,,,
FWCHECK,2,9,183,,,
FWCHECK,1,6,62.33333333,,,
FWCHECK,8,12,144.6666667,,,
FWCHECK,1,14,107.8571429,,,
FWCHECK,8,6,97,,,
FWCHECK,9,7,104.4285714,,,
FWCHECK,1,15,113.7222222,,,
FWCHECK,1,24,158.4,,,
FWCHECK,2,7,150.7619048,,,
FWCHECK,3,16,184.3333333,,,
FWCHECK,7,10,111,,,
FWCHECK,3,11,128.4285714,,,
FWCHECK,8,15,153,,,
FWCHECK,2,14,260.8333333,,,
FWCHECK,4,6,93.33333333,,,
FWCHECK,3,12,147.8333333,,,
FWCHECK,5,1,39.25,,,
FWCHECK,1,11,100,,,
FWCHECK,4,5,86.30434783,,,
FWCHECK,9,7,115.6666667,,,
FWCHECK,8,7,104.9,,,
FWCHECK,2,13,251.8571429,,,
FWCHECK,8,6,101.3333333,,,
FWCHECK,7,13,157.1428571,,,
FWCHECK,1,12,100.75,,,
FWCHECK,7,12,143.7826087,,,
FWCHECK,8,16,181.125,,,
FWCHECK,6,1,41.47826087,,,
FWCHECK,9,24,236.8823529,,,
FWCHECK,3,9,122.5,,,
FWCHECK,4,22,240.1363636,,,
FWCHECK,3,10,129.5238095,,,
FWCHECK,7,13,152.625,,,
FWCHECK,3,21,239,,,
FWCHECK,5,6,90.18181818,,,
FWCHECK,9,22,225.5714286,,,
FWCHECK,7,1,41.70833333,,,
FWCHECK,6,11,135.5625,,,
FWCHECK,3,22,244.75,,,
FWCHECK,5,21,226.3333333,,,
FWCHECK,9,18,184.8333333,,,
FWCHECK,6,16,173.1538462,,,
FWCHECK,1,8,81.22222222,,,
FWCHECK,9,15,167.1052632,,,
FWCHECK,7,11,135,,,
FWCHECK,8,12,148.2857143,,,
FWCHECK,1,21,146.6666667,,,
FWCHECK,4,17,200.3333333,,,
FWCHECK,5,7,96,,,
FWCHECK,5,17,190.5,,,
FWCHECK,7,2,50,,,
FWCHECK,2,24,438.75,,,
FWCHECK,6,23,232.6666667,,,
FWCHECK,6,12,142.0454545,,,
FWCHECK,4,5,85.28571429,,,
FWCHECK,1,15,108.1666667,,,
FWCHECK,4,15,178.1428571,,,
FWCHECK,9,4,75,,,
FWCHECK,1,7,69.5,,,
FWCHECK,4,22,255.5714286,,,
FWCHECK,6,16,165.5,,,
FWCHECK,5,18,189.8,,,
FWCHECK,5,22,216.7142857,,,
FWCHECK,5,5,81.73333333,,,
FWCHECK,4,5,85.6,,,
FWCHECK,5,4,75.81818182,,,
FWCHECK,6,21,226.5652174,,,
FWCHECK,1,21,142.2727273,,,
FWCHECK,9,16,191,,,
FWCHECK,7,16,174,,,
FWCHECK,1,20,152.3333333,,,
FWCHECK,8,18,189,,,
FWCHECK,5,7,93,,,
FWCHECK,7,12,148.2380952,,,
FWCHECK,4,6,91.35714286,,,
FWCHECK,9,6,95.14285714,,,
FWCHECK,2,2,56.75,,,
FWCHECK,1,15,115.5,,,
FWCHECK,7,18,191.4444444,,,
FWCHECK,1,12,98.5,,,
FWCHECK,3,14,169.3333333,,,
FWCHECK,4,13,161.5,,,
FWCHECK,5,1,39.84615385,,,
FWCHECK,8,11,140.3076923,,,
FWCHECK,4,2,50.33333333,,,
FWCHECK,6,21,222.4782609,,,
FWCHECK,4,7,106.4705882,,,
FWCHECK,6,2,52.625,,,
FWCHECK,2,13,247.4666667,,,
FWCHECK,1,12,99,,,
FWCHECK,7,13,146,,,
FWCHECK,9,7,102,,,
FWCHECK,7,21,211.5833333,,,
FWCHECK,3,9,123.2916667,,,
FWCHECK,6,4,77.58333333,,,
FWCHECK,5,15,167.8571429,,,
FWCHECK,8,19,202.625,,,
FWCHECK,2,19,347,,,
FWCHECK,5,15,172.875,,,
FWCHECK,1,4,61.66666667,,,
FWCHECK,5,13,168.6666667,,,
FWCHECK,9,11,138.0909091,,,
FWCHECK,8,14,161,,,
FWCHECK,1,12,98.15384615,,,
FWCHECK,9,18,188.0909091,,,
FWCHECK,9,13,153.8,,,
FWCHECK,9,9,144,,,
FWCHECK,7,9,119.5,,,
FWCHECK,7,23,226.2,,,
FWCHECK,7,19,195.3571429,,,
FWCHECK,7,21,207.8888889,,,
FWCHECK,8,19,197.9444444,,,
FWCHECK,7,1,42,,,
FWCHECK,1,5,65.82352941,,,
FWCHECK,3,4,69.44444444,,,
FWCHECK,1,7,73.75,,,
FWCHECK,1,12,100.5714286,,,
FWCHECK,8,15,170,,,
FWCHECK,2,14,274.6666667,,,
FWCHECK,5,7,103.7142857,,,
FWCHECK,8,13,158.2,,,
FWCHECK,6,4,71.66666667,,,
FWCHECK,9,5,89,,,
FWCHECK,5,13,148.6666667,,,
FWCHECK,2,8,165.1666667,,,
FWCHECK,2,22,386.0952381,,,
FWCHECK,6,9,118.2222222,,,
FWCHECK,3,7,96.4375,,,
FWCHECK,3,19,203.8666667,,,
FWCHECK,2,16,298.5,,,
FWCHECK,7,20,207.5294118,,,
FWCHECK,6,12,148.6666667,,,
FWCHECK,9,16,174.8571429,,,
FWCHECK,1,13,105.4705882,,,
FWCHECK,9,5,87.5,,,
FWCHECK,3,10,124.7857143,,,
FWCHECK,6,6,87.625,,,
FWCHECK,9,13,154.0869565,,,
FWCHECK,3,14,170.0952381,,,
FWCHECK,4,12,155.6153846,,,
FWCHECK,5,10,132.4444444,,,
FWCHECK,7,10,127.6666667,,,
FWCHECK,8,1,43.57894737,,,
FWCHECK,3,15,177.6153846,,,
FWCHECK,8,16,172,,,
FWCHECK,1,13,98.28571429,,,
FWCHECK,4,2,46.125,,,
FWCHECK,4,7,102.5833333,,,
FWCHECK,3,19,219.5,,,
FWCHECK,9,10,132.35,,,
FWCHECK,2,18,344.1,,,
FWCHECK,1,9,83.4,,,
FWCHECK,8,10,127.8571429,,,
FWCHECK,4,19,212.7142857,,,
FWCHECK,6,3,61.6,,,
FWCHECK,8,17,185.4444444,,,
FWCHECK,1,7,68.5,,,
FWCHECK,4,6,85,,,
FWCHECK,2,10,203.5833333,,,
FWCHECK,6,5,76.25,,,
FWCHECK,6,23,237,,,
FWCHECK,8,4,79.91304348,,,
FWCHECK,3,15,176.75,,,
FWCHECK,1,1,31,,,
FWCHECK,3,1,34.375,,,
FWCHECK,2,14,252,,,
FWCHECK,1,5,67.61111111,,,
FWCHECK,2,18,326,,,
FWCHECK,5,6,94.76190476,,,
FWCHECK,9,16,174.4117647,,,
FWCHECK,3,10,128.625,,,
FWCHECK,8,21,211,,,
FWCHECK,9,12,144.5555556,,,
FWCHECK,1,6,63,,,
FWCHECK,3,9,123.1538462,,,
FWCHECK,2,20,366.5217391,,,
FWCHECK,8,24,238.75,,,
FWCHECK,9,11,143.9565217,,,
FWCHECK,2,23,399,,,
FWCHECK,8,2,55.07692308,,,
FWCHECK,9,11,134.7777778,,,
FWCHECK,6,19,193.8888889,,,
FWCHECK,2,5,114.5238095,,,
FWCHECK,1,7,70.81818182,,,
FWCHECK,9,23,243,,,
FWCHECK,4,23,260.8695652,,,
FWCHECK,4,23,261,,,
FWCHECK,6,14,169.625,,,
FWCHECK,9,1,45.5,,,
FWCHECK,9,14,162,,,
FWCHECK,4,6,91.13333333,,,
FWCHECK,7,11,124,,,
FWCHECK,3,4,74.8FWCHECK,2,20,333.1
FWCHECK,4,12,157.9,,,
FWCHECK,4,16,187.5,,,
FWCHECK,4,2,52.2,,,
FWCHECK,2,22,403.9,,,
FWCHECK,2,10,199.5,,,
FWCHECK,8,6,97,,,
FWCHECK,5,17,193.3,,,
FWCHECK,2,18,333,,,
FWCHECK,9,4,76.2,,,
FWCHECK,8,9,123.2,,,
FWCHECK,2,15,267.5,,,
FWCHECK,7,13,169.2,,,
FWCHECK,5,14,164.7,,,
FWCHECK,1,4,54.4,,,
FWCHECK,2,1,34.4,,,
FWCHECK,2,14,271.7,,,
FWCHECK,7,10,122.9,,,
FWCHECK,8,16,179,,,
FWCHECK,8,20,222.8,,,
FWCHECK,1,12,99.8,,,
FWCHECK,6,22,229,,,
FWCHECK,8,5,83.4,,,
FWCHECK,3,11,130.9,,,
FWCHECK,4,6,95.3,,,
FWCHECK,3,17,191.9,,,
FWCHECK,1,6,61,,,
FWCHECK,9,19,190.7,,,
FWCHECK,3,15,168.2,,,
FWCHECK,9,21,218.5,,,
FWCHECK,5,21,222.2,,,
FWCHECK,8,6,95.9,,,
FWCHECK,2,5,122.3,,,
FWCHECK,2,16,302.2,,,
FWCHECK,9,9,125.5,,,
FWCHECK,9,20,199.6,,,
FWCHECK,4,10,129.2,,,
FWCHECK,3,12,143.3,,,
FWCHECK,9,1,44.8,,,
FWCHECK,7,24,242.5,,,
FWCHECK,4,7,103.1,,,
FWCHECK,8,7,109.3,,,
FWCHECK,7,10,137.1,,,
FWCHECK,5,24,238.7,,,
FWCHECK,5,9,122.3,,,
FWCHECK,4,4,73.4,,,
FWCHECK,8,24,236.3,,,
FWCHECK,9,24,234,,,
FWCHECK,1,20,136.5,,,
FWCHECK,1,12,102.2,,,
FWCHECK,3,5,83.9,,,
FWCHECK,3,21,227.9,,,
FWCHECK,8,13,148.3,,,
FWCHECK,8,21,217.6,,,
FWCHECK,4,13,162.9,,,
FWCHECK,6,23,241.3,,,
FWCHECK,2,8,171,,,
FWCHECK,5,17,183.9,,,
FWCHECK,5,7,107.9,,,
FWCHECK,4,11,147.2,,,
FWCHECK,1,5,67.1,,,
FWCHECK,9,19,207.5,,,
FWCHECK,5,20,204.3,,,
FWCHECK,5,23,229.6,,,
FWCHECK,5,10,128.2,,,
FWCHECK,9,13,156.9,,,
FWCHECK,9,13,150.1,,,
FWCHECK,9,14,174.2,,,
FWCHECK,1,12,96.9,,,
FWCHECK,6,7,98.3,,,
FWCHECK,2,23,420.8,,,
FWCHECK,9,1,45,,,
FWCHECK,5,13,148.6,,,
FWCHECK,8,1,45.5,,,
FWCHECK,5,5,82.5,,,
FWCHECK,4,17,202.6,,,
FWCHECK,1,15,109.3,,,
FWCHECK,1,20,136.1,,,
FWCHECK,9,14,155.8,,,
FWCHECK,1,11,97.3,,,
FWCHECK,3,21,221.4,,,
FWCHECK,1,11,86.1,,,
FWCHECK,9,23,235.5,,,
FWCHECK,4,3,60.5,,,
FWCHECK,7,15,175.9,,,
FWCHECK,3,1,35.3,,,
FWCHECK,8,5,89.3,,,
FWCHECK,1,12,97.7,,,
FWCHECK,8,2,51.6,,,
FWCHECK,3,9,126,,,
FWCHECK,1,12,102.6,,,
FWCHECK,9,9,121.6,,,
FWCHECK,2,20,366.8,,,
FWCHECK,5,8,109.3,,,
FWCHECK,5,4,72.8,,,
FWCHECK,5,10,125.4,,,
FWCHECK,3,14,154.4,,,
FWCHECK,6,18,195.5,,,
FWCHECK,1,17,126.8,,,
FWCHECK,5,24,245.4,,,
FWCHECK,6,10,123.6,,,
FWCHECK,5,6,92.2,,,
FWCHECK,5,11,142.8,,,
FWCHECK,7,4,75.8,,,
FWCHECK,7,15,173.7,,,
FWCHECK,7,1,42.9,,,
FWCHECK,2,15,281.9,,,
FWCHECK,7,14,164.1,,,
FWCHECK,5,22,226.8,,,
FWCHECK,7,5,80.8,,,
FWCHECK,7,16,184.3,,,
FWCHECK,2,6,130.5,,,
FWCHECK,6,8,107.5,,,
FWCHECK,9,17,188.8,,,
FWCHECK,8,3,62.6,,,
FWCHECK,1,9,87.1,,,
FWCHECK,8,21,201.3,,,
FWCHECK,8,22,225.4,,,
FWCHECK,9,21,221.4,,,
FWCHECK,4,13,154,,,
FWCHECK,5,1,40.3,,,
FWCHECK,4,21,240.7,,,
FWCHECK,7,12,146.5,,,
FWCHECK,4,21,249.9,,,
FWCHECK,9,17,182.2,,,
FWCHECK,2,18,309.7,,,
FWCHECK,3,20,225.1,,,
FWCHECK,7,22,218.8,,,
FWCHECK,1,10,88.9,,,
FWCHECK,8,5,81.5,,,
FWCHECK,2,19,333.9,,,
FWCHECK,7,16,170.9,,,
FWCHECK,9,10,133.3,,,
FWCHECK,8,22,231.4,,,
FWCHECK,7,6,94,,,
FWCHECK,1,22,150.1,,,
FWCHECK,8,24,229.7,,,
FWCHECK,2,18,327.5,,,
FWCHECK,8,20,219.1,,,
FWCHECK,6,17,191,,,
FWCHECK,3,17,184.5,,,
FWCHECK,2,7,150.6,,,
FWCHECK,2,3,76.8,,,
FWCHECK,6,7,101.3,,,
FWCHECK,2,23,418.2,,,
FWCHECK,8,11,138.1,,,
FWCHECK,6,18,190.9,,,
FWCHECK,8,15,167.9,,,
FWCHECK,1,22,143.1,,,
FWCHECK,5,23,232.7,,,
FWCHECK,1,20,137.9,,,
FWCHECK,9,4,78.5,,,
FWCHECK,7,2,53,,,
FWCHECK,1,6,63.7,,,
FWCHECK,7,13,151.2,,,
FWCHECK,5,22,233.4,,,
FWCHECK,6,10,132.9,,,
FWCHECK,5,4,69.2,,,
FWCHECK,5,23,243.7,,,
FWCHECK,3,16,186,,,
FWCHECK,3,16,181.1,,,
FWCHECK,1,22,146.8,,,
FWCHECK,1,8,88,,,
FWCHECK,3,8,112.7,,,
FWCHECK,9,6,90.3,,,
FWCHECK,7,6,90.6,,,
FWCHECK,2,23,400.8,,,
